Frame,Method,Sharpness,Contrast
11,median_hist_eq_sharpened,542.9134327558768,74.83657269340848
11,gaussian_contrast_sharpened,114.11524207536371,20.386212684331845
11,gaussian_hist_eq_sharpened,1306.789010569931,75.52846042201419
12,original,1825.6657446696865,22.345271948958644
12,median,61.32711944721366,16.406932951935197
12,gaussian,57.89907625205741,16.905053350624843
12,median_contrast,71.30532536024873,19.00936151269703
12,median_hist_eq,1552.204486566912,73.9529355245107
12,gaussian_contrast,73.82708645320935,19.321564869885776
12,gaussian_hist_eq,1624.7033956991072,73.95232466728494
12,median_contrast_sharpened,71.48140894943526,19.36180286589345
12,median_hist_eq_sharpened,504.06922291658657,74.71302024309495
12,gaussian_contrast_sharpened,112.84537066865104,19.90231382380562
12,gaussian_hist_eq_sharpened,1230.5952395351542,75.35569911893992
13,original,1948.5420240026556,25.5153407954876
13,median,71.95180720223063,19.97316667295556
13,gaussian,65.75258872082327,20.30194134741844
13,median_contrast,80.88277575817473,22.522525922389942
13,median_hist_eq,1319.5358467694964,73.74110714705867
13,gaussian_contrast,81.24066120222905,22.8136928204513
13,gaussian_hist_eq,1333.9958519276356,73.77746123162937
13,median_contrast_sharpened,74.66352034566458,22.886540174060816
13,median_hist_eq_sharpened,434.7845615921377,74.46663905442118
13,gaussian_contrast_sharpened,121.21579786389833,23.41246961951306
13,gaussian_hist_eq_sharpened,1028.2128033348986,75.1497173524427
14,original,2721.967163044709,25.994895969761806
14,median,83.86884814040418,19.37993131587074
14,gaussian,71.07384564046615,19.780565519291812
14,median_contrast,94.25898348252895,21.944293122905986
14,median_hist_eq,1652.1784048524441,73.79235805209207
14,gaussian_contrast,89.20370276960783,22.41262335650197
14,gaussian_hist_eq,1511.8229383836313,73.80791281656485
14,median_contrast_sharpened,77.6062637467456,22.31781533356489
14,median_hist_eq_sharpened,489.84367085798976,74.46678924500914
14,gaussian_contrast_sharpened,127.44442493491475,23.044376082087386
14,gaussian_hist_eq_sharpened,1131.7126141167034,75.20729854869155
15,original,2304.4798179817512,23.884665324990774
15,median,71.29107774685062,17.04196563572876
15,gaussian,68.56307359115468,17.603439749863465
15,median_contrast,82.37585649740437,19.656693865487508
15,median_hist_eq,1628.1100549908897,73.95714929990832
15,gaussian_contrast,96.17657753304482,21.11114544054141
15,gaussian_hist_eq,1647.6386582359762,73.89586437824542
15,median_contrast_sharpened,75.57365504485136,20.01732149065293
15,median_hist_eq_sharpened,505.5921920747731,74.62271925194452
15,gaussian_contrast_sharpened,134.53628236156734,21.760592017801205
15,gaussian_hist_eq_sharpened,1229.9409469536743,75.2326590846178
16,original,5159.731432951297,26.377740157454316
16,median,108.93452907925257,17.411608443371275
16,gaussian,70.0241043734938,17.703205782857733
16,median_contrast,128.0852236315927,20.548980101065734
16,median_hist_eq,2419.6331054644634,73.93141304415025
16,gaussian_contrast,96.68834849963066,21.094191630493473
16,gaussian_hist_eq,1680.5914115497799,73.94629500704555
16,median_contrast_sharpened,82.12866631791591,20.874599923536532
16,median_hist_eq_sharpened,561.1743666265608,74.26156482198387
16,gaussian_contrast_sharpened,133.78229686743413,21.740610621607964
16,gaussian_hist_eq_sharpened,1227.9392987780084,75.2169204156604
17,original,2193.8229195010663,24.932209020276268
17,median,82.21023128940938,17.960833652540906
17,gaussian,76.80288819754873,18.644601550707602
17,median_contrast,99.67925107910612,21.388696416927367
17,median_hist_eq,1763.4622223618426,74.02232176643952
17,gaussian_contrast,103.77452009550053,21.911647094950013
17,gaussian_hist_eq,1760.108043484356,74.01498310776607
17,median_contrast_sharpened,82.80615985612162,21.83397655771892
17,median_hist_eq_sharpened,558.8241231461665,74.80706165201238
17,gaussian_contrast_sharpened,143.0958792868099,22.656962209811745
17,gaussian_hist_eq_sharpened,1304.7147144825572,75.47111179230414
18,original,2473.2666733083574,24.437136884870714
18,median,90.65201048135597,16.625511637635345
18,gaussian,78.54430959459035,17.495140908476444
18,median_contrast,109.43607534573754,19.710255945545835
18,median_hist_eq,2263.036722206705,74.07023478210192
18,gaussian_contrast,109.22521039589427,20.85823340559616
18,gaussian_hist_eq,2126.901097508307,74.07454405365414
18,median_contrast_sharpened,87.15482976736872,20.212404554957637
18,median_hist_eq_sharpened,691.037068190666,74.90039195845293
18,gaussian_contrast_sharpened,149.5077891060917,21.695669260652508
18,gaussian_hist_eq_sharpened,1529.0981292206448,75.61419585844511
19,original,2773.6277545575476,26.268294813815498
19,median,114.72506675591647,17.686747688597773
19,gaussian,93.24872681602444,18.712918600721284
19,median_contrast,135.75780512369508,20.76051765912022
19,median_hist_eq,2357.084940516207,73.90642987674542
19,gaussian_contrast,125.18864294726993,21.89107817596871
19,gaussian_hist_eq,2085.2503416227337,73.97745640543944
19,median_contrast_sharpened,97.71012630185457,21.38428186711355
19,median_hist_eq_sharpened,720.4324577301787,74.81083798922911
19,gaussian_contrast_sharpened,166.86980038285748,22.899049392990804
19,gaussian_hist_eq_sharpened,1536.892189376531,75.5746703046772
20,original,2871.3997601864844,25.70621340211849
20,median,96.66353415083343,17.45323483192521
20,gaussian,85.94078484888725,18.28247376479365
20,median_contrast,114.53349713307553,20.48881708012822
20,median_hist_eq,2074.045621707789,73.90973115420059
20,gaussian_contrast,111.16816861511549,21.010227882010394
20,gaussian_hist_eq,1905.4928742499096,73.90416036997438
20,median_contrast_sharpened,86.4215283725999,20.94542050405234
20,median_hist_eq_sharpened,623.264637298816,74.727013818046
20,gaussian_contrast_sharpened,149.37762234409337,21.810373560288713
20,gaussian_hist_eq_sharpened,1453.8823786936541,75.50340818030055
21,original,2734.8746667681785,28.10885490833459
21,median,120.71434408070431,19.43239966860239
21,gaussian,107.43566148383245,20.46378658649831
21,median_contrast,134.78826974266792,21.83522815459658
21,median_hist_eq,2101.178674022613,74.002648404787
21,gaussian_contrast,134.3259813161207,23.089481810038496
21,gaussian_hist_eq,1952.651568603569,73.97991130751343
21,median_contrast_sharpened,96.13125030629148,22.394372299307417
21,median_hist_eq_sharpened,665.657934437477,74.98975612779991
21,gaussian_contrast_sharpened,175.9782708053062,24.05505330196722
21,gaussian_hist_eq_sharpened,1496.0497105313193,75.68853875768978
22,original,3074.8012625783094,29.422870396610065
22,median,150.49366621851541,19.3563539912068
22,gaussian,127.95420399747542,20.76906697711875
22,median_contrast,173.1422323071421,22.31729982621805
22,median_hist_eq,3046.905920253522,73.97768376309776
22,gaussian_contrast,166.29163642283922,23.86495238238196
22,gaussian_hist_eq,2684.953723213461,73.93561593050921
22,median_contrast_sharpened,110.73679930992724,23.047229472076456
22,median_hist_eq_sharpened,922.0049050968295,75.37615182367406
22,gaussian_contrast_sharpened,210.11196247385743,25.081232646940624
22,gaussian_hist_eq_sharpened,1944.2318244933647,76.12748214074445
23,original,2711.6048325511383,29.155092216321243
23,median,150.21124387924402,19.608857969842447
23,gaussian,124.1500316148825,20.966149688949308
23,median_contrast,167.3893006072642,22.020793607493935
23,median_hist_eq,3522.492914161784,73.86688107021654
23,gaussian_contrast,162.7847091829346,24.197105951434633
23,gaussian_hist_eq,3103.4733554038303,73.87538400959502
23,median_contrast_sharpened,110.562768348935,22.797972363452644
23,median_hist_eq_sharpened,1048.4473098970022,75.49388776240774
23,gaussian_contrast_sharpened,208.37149818553692,25.46687502165328
23,gaussian_hist_eq_sharpened,2089.3839521347477,76.27223387958527
24,original,3139.705620818188,29.486410611226727
24,median,146.43350471653417,19.942722972929232
24,gaussian,123.00603876234563,21.01091656701068
24,median_contrast,164.03363434956773,22.482486245926918
24,median_hist_eq,3368.4150274288745,73.84723871618012
24,gaussian_contrast,148.93736482735093,23.303120066747187
24,gaussian_hist_eq,2961.7129307428377,73.80349093476198
24,median_contrast_sharpened,105.94487994667303,23.13472735539005
24,median_hist_eq_sharpened,977.9493133825245,75.25705810601747
24,gaussian_contrast_sharpened,190.97445844897697,24.3893266632491
24,gaussian_hist_eq_sharpened,2045.006582439645,76.06895216428879
25,original,2688.2950285179895,28.656603038820798
25,median,135.86628987977866,19.269981315867977
25,gaussian,119.29144211101321,20.56958492619943
25,median_contrast,168.59356196258298,23.26539667461117
25,median_hist_eq,3432.0149306483436,73.81816838566496
25,gaussian_contrast,171.51367939205605,24.86366892143151
25,gaussian_hist_eq,3038.1554523091913,73.85890884150749
25,median_contrast_sharpened,112.97024601959816,23.976201744282076
25,median_hist_eq_sharpened,1035.524186719099,75.39855271142851
25,gaussian_contrast_sharpened,214.91665025769672,26.068739287614015
25,gaussian_hist_eq_sharpened,2105.9701922464906,76.2787094506006
26,original,3250.824634285532,29.85698371863216
26,median,162.57566322699054,19.084895568496876
26,gaussian,135.85005140331918,20.723352580847838
26,median_contrast,188.5755351860425,22.102854170516107
26,median_hist_eq,3886.672802634437,73.7808917923501
26,gaussian_contrast,184.79817094429367,24.353917440241016
26,gaussian_hist_eq,3238.1189896999385,73.87051710817738
26,median_contrast_sharpened,118.03325128865939,22.874147592372207
26,median_hist_eq_sharpened,1126.894594859828,75.33816924625971
26,gaussian_contrast_sharpened,229.57445190693053,25.689411623400826
26,gaussian_hist_eq_sharpened,2217.245024836738,76.25389511860861
27,original,2869.875124798211,29.311650683494552
27,median,160.94907920204474,18.761624323936676
27,gaussian,132.52675361517822,20.55359670008306
27,median_contrast,202.7800610727764,22.865997432872
27,median_hist_eq,3598.978727553947,73.75357080183298
27,gaussian_contrast,187.51376569032206,24.625943624415186
27,gaussian_hist_eq,2872.1903983118646,73.89802609323065
27,median_contrast_sharpened,126.93993065031803,23.75242091030808
27,median_hist_eq_sharpened,1090.9946689892624,75.35215457381341
27,gaussian_contrast_sharpened,234.6141175683332,26.06224855890991
27,gaussian_hist_eq_sharpened,2049.252826838595,76.24283660226818
28,original,3256.3473008511896,31.060683822907727
28,median,196.68430686340034,20.29418500880356
28,gaussian,142.12987796865863,21.997989864988007
28,median_contrast,235.2299692030194,23.937363019197207
28,median_hist_eq,3349.8158497611125,73.86282841027001
28,gaussian_contrast,195.6591530687936,25.98325544364628
28,gaussian_hist_eq,2555.9175718783818,73.8715071465138
28,median_contrast_sharpened,138.41509304953868,24.956523790809175
28,median_hist_eq_sharpened,1030.4824911035153,75.38269162850487
28,gaussian_contrast_sharpened,245.72831459479355,27.56069122246068
28,gaussian_hist_eq_sharpened,1822.833272001389,76.12511077748427
29,original,3097.0692774100557,31.8879222732349
29,median,202.27739784708828,21.906721948251988
29,gaussian,138.92256443646096,23.472245195456757
29,median_contrast,234.211421041583,25.257149741950247
29,median_hist_eq,2844.1396205217675,73.95660854912127
29,gaussian_contrast,179.15443242312847,26.828379833098662
29,gaussian_hist_eq,2165.511121696461,73.91663725218274
29,median_contrast_sharpened,137.55638133204639,26.28293212601868
29,median_hist_eq_sharpened,893.2827757064725,75.4119496010791
29,gaussian_contrast_sharpened,228.06749142632867,28.34293141517754
29,gaussian_hist_eq_sharpened,1551.6867903633395,76.01626297736294
30,original,2491.0335859014513,30.550259892286864
30,median,178.46624985360708,21.3202571693474
30,gaussian,127.97414170983117,22.827034674249365
30,median_contrast,204.01651477862606,24.34846051466342
30,median_hist_eq,2728.7664287369325,73.97454909898202
30,gaussian_contrast,167.9805253754656,26.340879653627745
30,gaussian_hist_eq,2325.397553640542,74.00733275220576
30,median_contrast_sharpened,126.87889558389044,25.29740857223346
30,median_hist_eq_sharpened,847.3279989286144,75.16752931787958
30,gaussian_contrast_sharpened,218.19606687373832,27.772153620931775
30,gaussian_hist_eq_sharpened,1566.900459427226,75.77787997047325
